numero_dec,solution,article38,date_dec,jonction,id_infos_circo_tf,id_infos_circo_t1,annee_election,date_premier_tour,date_second_tour,type_election,nom_dep,circonscription,tour_final,tf_nb_exprimees,tf_nb_votant,tf_nb_inscrit,tf_ecart1,tf_r1_nuance,tf_r1_nb_voix,tf_r1_sortant,tf_r1_civilite,tf_r2_nuance,tf_r2_nb_voix,tf_r2_sortant,tf_r2_civilite,t1_nb_exprimes,t1_nb_votant,t1_nb_inscrit,t1_ecart1,t1_ecart2,t1_r1_nuance,t1_r1_nb_voix,t1_r1_sortant,t1_r1_civilite,t1_r2_nuance,t1_r2_nb_voix,t1_r2_sortant,t1_r2_civilite,t1_r3_nuance,t1_r3_nb_voix,t1_r3_sortant,t1_r3_civilite
93-1971,Inéligibilité,,1993-12-15,unique,8591,8088,1993,1993-3-11,1993-3-28,an,val-de-marne,1,2,32189,34455,52119,9579,UDF,20884,FALSE,,SOC,11305,FALSE,,34497,35653,52119,10235,392,UDF,14992,FALSE,,SOC,4757,FALSE,,FRN,4365,FALSE,
93-2029,Inéligibilité,,1993-12-15,unique,8213,7645,1993,1993-3-11,1993-3-28,an,cotes-d-armor,5,2,65885,69108,92896,3395,UDF,34640,FALSE,,SOC,31245,FALSE,,63726,66528,92911,7824,14027,UDF,26473,FALSE,,SOC,18649,FALSE,,COM,4622,FALSE,
93-2031,Inéligibilité,,1993-12-15,unique,8360,7817,1993,1993-3-11,1993-3-28,an,moselle,1,2,39080,43001,66879,1926,RPR,20503,FALSE,,SOC,18577,TRUE,,39964,42531,66976,2248,663,RPR,8980,FALSE,,SOC,6732,TRUE,,FRN,6069,FALSE,
93-1833,Inéligibilité,,1993-12-17,unique,7854,7854,1993,1993-3-11,1993-3-28,an,oise,1,1,50597,53220,69899,17428,RPR,25488,FALSE,,SOC,8060,FALSE,,50597,53220,69899,17428,1896,RPR,25488,FALSE,,SOC,8060,FALSE,,FRN,6164,FALSE,
93-1835,Inéligibilité,,1993-12-17,unique,8155,7581,1993,1993-3-11,1993-3-28,an,ardeche,2,2,40236,52183,78331,6700,RPR,23468,FALSE,,UDF,16768,FALSE,,52183,54961,78337,8745,1756,RPR,18231,FALSE,,UDF,9486,FALSE,,SOC,7730,FALSE,
93-1888,Inéligibilité,,1993-12-17,unique,8475,7953,1993,1993-3-11,1993-3-28,an,paris,5,2,23671,25433,42679,3709,RPR,13690,FALSE,,SOC,9981,FALSE,,26163,27001,42679,5991,1466,RPR,10913,FALSE,,SOC,4922,FALSE,,FRN,3456,FALSE,
93-1482,Inéligibilité,,1993-9-22,unique,8528,8017,1993,1993-3-11,1993-3-28,an,tarn-et-garonne,1,2,53552,57393,74221,8856,UDF,31204,FALSE,,SOC,22348,TRUE,,51800,55099,74233,554,401,SOC,12334,TRUE,,UDF,11780,FALSE,,RPR,11379,FALSE,
93-1550,Inéligibilité,,1993-9-23,unique,8592,8089,1993,1993-3-11,1993-3-28,an,val-de-marne,2,2,36374,38810,60451,4956,SOC,20665,TRUE,,RPR,15709,FALSE,,37456,38736,60451,43,4299,SOC,9785,TRUE,,RPR,9742,FALSE,,COM,5443,FALSE,
93-1647,Inéligibilité,,1993-10-20,unique,7998,7998,1993,1993-3-11,1993-3-28,an,yvelines,8,1,38125,39975,60140,2516,RPR,11454,FALSE,,FRN,8938,FALSE,,38125,39975,60140,2516,2113,RPR,11454,FALSE,,FRN,8938,FALSE,,SOC,6825,TRUE,
2007-3977,Rejet,Oui,2007-7-12,unique,11128,11128,2007,2007-6-10,2007-6-17,an,moselle,3,1,38430,39029,72476,11474,UMP,19585,FALSE,F,SOC,8111,FALSE,F,38430,39029,72476,11474,3847,UMP,19585,FALSE,F,SOC,8111,FALSE,F,MODEM,4264,FALSE,F
93-1507,Inéligibilité,,1993-9-22,unique,8311,7749,1993,1993-3-11,1993-3-28,an,loire,2,2,25289,31587,58143,10281,RPR,17785,TRUE,,FRN,7504,FALSE,,33344,34623,58143,7957,946,RPR,13683,TRUE,,FRN,5726,FALSE,,SOC,4780,FALSE,
93-1609,Inéligibilité,,1993-9-29,unique,8292,7730,1993,1993-3-11,1993-3-28,an,isere,1,2,45932,49029,74702,7388,RPR,26660,TRUE,,MAJ,19272,FALSE,,48293,50208,74702,12277,3151,RPR,21229,TRUE,,MAJ,8952,FALSE,,VEC,5801,FALSE,
93-1613,Inéligibilité,,1993-10-20,unique,7950,7950,1993,1993-3-11,1993-3-28,an,paris,2,1,39769,40928,57746,14460,RPR,21342,TRUE,,SOC,6882,FALSE,,39769,40928,57746,14460,3280,RPR,21342,TRUE,,SOC,6882,FALSE,,GEC,3602,FALSE,
93-1686,Inéligibilité,,1993-11-25,unique,8395,7853,1993,1993-3-11,1993-3-28,an,nord,24,2,44147,47689,64753,3761,RPR,23954,FALSE,,SOC,20193,TRUE,,44558,46731,64753,2203,1252,RPR,12218,FALSE,,SOC,10015,TRUE,,DVD,8763,FALSE,
93-1720,Inéligibilité,,1993-11-25,unique,7838,7838,1993,1993-3-11,1993-3-28,an,nord,9,1,41183,42819,63081,14682,RPR,22019,TRUE,,FRN,7337,FALSE,,41183,42819,63081,14682,2883,RPR,22019,TRUE,,FRN,7337,FALSE,,RDG,4454,FALSE,
93-1732,Inéligibilité,,1993-11-25,unique,8312,7750,1993,1993-3-11,1993-3-28,an,loire,3,2,38437,46400,71596,16985,UDF,27711,TRUE,,FRN,10726,FALSE,,46798,49019,71596,11697,3425,UDF,19496,TRUE,,FRN,7799,FALSE,,COM,4374,FALSE,
93-1636,Inéligibilité,,1993-12-1,unique,8611,8108,1993,1993-3-11,1993-3-28,an,val-d-oise,9,2,27969,34195,54976,5961,RPR,16965,FALSE,,FRN,11004,FALSE,,35975,37425,54981,1992,1105,RPR,8382,FALSE,,FRN,6390,FALSE,,SOC,5285,TRUE,
93-1760,Inéligibilité,,1993-12-2,unique,8031,8031,1993,1993-3-11,1993-3-28,an,vendee,2,1,50306,54272,73336,18716,UDF,27600,TRUE,,SOC,8884,FALSE,,50306,54272,73336,18716,3578,UDF,27600,TRUE,,SOC,8884,FALSE,,GEC,5306,FALSE,
93-1770,Inéligibilité,,1993-12-2,unique,8462,7933,1993,1993-3-11,1993-3-28,an,saone-et-loire,4,2,39373,42457,63503,219,SOC,19796,FALSE,,RPR,19577,FALSE,,39043,41610,63518,555,3718,SOC,9106,FALSE,,RPR,8551,FALSE,,UDF,4833,FALSE,
93-1805,Inéligibilité,,1993-12-2,unique,8325,7769,1993,1993-3-11,1993-3-28,an,loiret,3,2,50293,54028,76521,11333,UDF,30813,FALSE,,SOC,19480,FALSE,,51732,54576,76523,11979,3495,UDF,22596,FALSE,,SOC,10617,FALSE,,FRN,7122,FALSE,
93-1984,Inéligibilité,,1993-12-14,unique,8562,8056,1993,1993-3-11,1993-3-28,an,essonne,5,2,40167,42781,60106,4945,UDF,22556,TRUE,,SOC,17611,FALSE,,41618,43110,60108,7996,3423,UDF,16458,TRUE,,SOC,8462,FALSE,,GEC,5039,FALSE,
93-2033,Inéligibilité,,1993-12-15,unique,8270,7706,1993,1993-3-11,1993-3-28,an,gironde,10,2,50890,54088,72321,4794,RPR,27842,FALSE,,SOC,23048,TRUE,,48560,51581,72326,2530,8846,RPR,16261,FALSE,,SOC,13731,TRUE,,FRN,4885,FALSE,
93-1927,Inéligibilité,,1993-12-17,unique,8391,7849,1993,1993-3-11,1993-3-28,an,nord,20,2,50512,54185,78160,7072,COM,28792,TRUE,,UDF,21720,FALSE,,51317,54116,78160,5017,5177,COM,18202,TRUE,,UDF,13185,FALSE,,FRN,8008,FALSE,
93-1403,Inéligibilité,,1993-9-22,unique,8273,7709,1993,1993-3-11,1993-3-28,an,herault,2,2,33720,36558,54725,1910,RPR,17815,FALSE,,MAJ,15905,FALSE,,34285,35868,54726,849,785,RPR,7444,FALSE,,MAJ,6595,FALSE,,UDF,5810,FALSE,
93-1496,Inéligibilité,,1993-9-22,unique,8434,7898,1993,1993-3-11,1993-3-28,an,bas-rhin,2,2,27072,29147,50650,5262,UDF,16167,TRUE,,SOC,10905,FALSE,,29021,30267,50650,5684,407,UDF,10473,TRUE,,SOC,4789,FALSE,,FRN,4382,FALSE,
93-1620,Inéligibilité,,1993-10-20,unique,8278,7714,1993,1993-3-11,1993-3-28,an,herault,7,2,60410,65233,88892,3552,UDF,31981,FALSE,,COM,28429,FALSE,,59177,62298,88904,8501,1466,UDF,19722,FALSE,,COM,11221,FALSE,,FRN,9755,FALSE,
93-1491,Inéligibilité,,1993-11-4,unique,8307,7745,1993,1993-3-11,1993-3-28,an,loir-et-cher,1,2,59881,63005,82012,1699,SOC,30790,TRUE,,UDF,29091,FALSE,,58158,60974,82015,307,13649,UDF,20298,FALSE,,SOC,19991,TRUE,,FRN,6342,FALSE,
93-1719,Inéligibilité,,1993-11-25,unique,7719,7719,1993,1993-3-11,1993-3-28,an,ille-et-vilaine,5,1,66028,69946,95975,33213,UDF,41085,TRUE,,SOC,7872,FALSE,,66028,69946,95975,33213,923,UDF,41085,TRUE,,SOC,7872,FALSE,,VEC,6949,FALSE,
93-1792,Inéligibilité,,1993-12-2,unique,8504,7988,1993,1993-3-11,1993-3-28,an,seine-et-marne,7,2,36694,45893,75977,13314,RPR,25004,FALSE,,FRN,11690,FALSE,,47999,49935,75977,9657,18,RPR,18137,FALSE,,FRN,8480,FALSE,,SOC,8462,FALSE,
93-1801,Inéligibilité,,1993-12-2,unique,8616,8114,1993,1993-3-11,1993-3-28,an,martinique,2,2,28884,29906,53740,1486,RPR,15185,FALSE,,MAJ,13699,TRUE,,24221,25643,53691,3206,8551,RPR,12728,FALSE,,MAJ,9522,TRUE,,REG,971,FALSE,
93-1916,Inéligibilité,,1993-12-14,unique,8326,7770,1993,1993-3-11,1993-3-28,an,loiret,4,2,54457,59146,85605,14637,RPR,34547,TRUE,,COM,19910,FALSE,,58391,61237,85624,13225,238,RPR,21791,TRUE,,COM,8566,FALSE,,FRN,8328,FALSE,
93-1954,Inéligibilité,,1993-12-15,unique,8244,7679,1993,1993-3-11,1993-3-28,an,corse-du-sud,2,2,20357,22363,39359,6629,RPR,13493,FALSE,,DVD,6864,FALSE,,25981,26903,39363,7066,219,RPR,10561,FALSE,,DVD,3495,FALSE,,COM,3276,FALSE,
93-1959,Inéligibilité,,1993-12-15,unique,8482,7965,1993,1993-3-11,1993-3-28,an,paris,17,2,29584,31515,52463,6382,RPR,17983,TRUE,,SOC,11601,FALSE,,32269,33357,52463,8793,900,RPR,14401,TRUE,,SOC,5608,FALSE,,FRN,4708,FALSE,
93-1981,Inéligibilité,,1993-12-15,unique,8481,7959,1993,1993-3-11,1993-3-28,an,paris,11,2,33432,35435,55228,4822,RPR,19127,TRUE,,SOC,14305,FALSE,,35636,36881,55228,8382,3381,RPR,15683,TRUE,,SOC,7301,FALSE,,FRN,3920,FALSE,
93-2036,Inéligibilité,,1993-12-15,unique,8257,7693,1993,1993-3-11,1993-3-28,an,haute-garonne,7,2,67702,72596,93007,2928,UDF,35315,FALSE,,SOC,32387,TRUE,,66303,70913,93008,5354,12673,UDF,24850,FALSE,,SOC,19496,TRUE,,FRN,6823,FALSE,
93-1869,Inéligibilité,,1993-12-17,unique,8389,7847,1993,1993-3-11,1993-3-28,an,nord,18,2,53269,57875,76513,5711,RPR,29490,FALSE,,SOC,23779,FALSE,,52735,55916,76517,8924,3987,RPR,20403,FALSE,,SOC,11479,FALSE,,FRN,7492,FALSE,
93-1884,Inéligibilité,,1993-12-17,unique,7905,7905,1993,1993-3-11,1993-3-28,an,bas-rhin,9,1,55843,59443,89693,20713,RPR,30263,TRUE,,GEC,9550,FALSE,,55843,59443,89693,20713,1001,RPR,30263,TRUE,,GEC,9550,FALSE,,FRN,8549,FALSE,
93-1904,Inéligibilité,,1993-12-17,unique,8575,8072,1993,1993-3-11,1993-3-28,an,hauts-de-seine,11,2,39026,41466,63341,2766,COM,20896,FALSE,,RPR,18130,FALSE,,39638,41082,63341,3692,2433,RPR,12729,FALSE,,COM,9037,FALSE,,SOC,6604,TRUE,
93-1452,Inéligibilité,,1993-9-22,unique,7952,7952,1993,1993-3-11,1993-3-28,an,paris,4,1,34135,35180,54865,13554,RPR,19143,TRUE,,SOC,5589,FALSE,,34135,35180,54865,13554,1863,RPR,19143,TRUE,,SOC,5589,FALSE,,FRN,3726,FALSE,
93-1474,Inéligibilité,,1993-9-22,unique,8247,7682,1993,1993-3-11,1993-3-28,an,gard,1,2,38416,46878,72788,9766,UDF,24091,TRUE,,FRN,14325,FALSE,,44750,47192,72802,5500,3172,UDF,15072,TRUE,,FRN,9572,FALSE,,COM,6400,FALSE,
93-1640,Inéligibilité,,1993-10-20,unique,7952,7952,1993,1993-3-11,1993-3-28,an,paris,4,1,34135,35180,54865,13554,RPR,19143,TRUE,,SOC,5589,FALSE,,34135,35180,54865,13554,1863,RPR,19143,TRUE,,SOC,5589,FALSE,,FRN,3726,FALSE,
2007-3752,Rejet,Oui,2007-7-12,unique,11679,11148,2007,2007-6-10,2007-6-17,an,nord,10,2,37086,38949,78409,6352,DVD,21719,FALSE,M,SOC,15367,FALSE,F,39036,40044,78409,9823,4675,DVD,18058,TRUE,M,SOC,8235,FALSE,F,MODEM,3560,FALSE,F
93-1793,Inéligibilité,,1993-11-25,unique,8504,7988,1993,1993-3-11,1993-3-28,an,seine-et-marne,7,2,36694,45893,75977,13314,RPR,25004,FALSE,,FRN,11690,FALSE,,47999,49935,75977,9657,18,RPR,18137,FALSE,,FRN,8480,FALSE,,SOC,8462,FALSE,
93-1791,Inéligibilité,,1993-12-2,unique,8322,7765,1993,1993-3-11,1993-3-28,an,loire-atlantique,9,2,41264,47823,73301,2484,UDF,21874,FALSE,,RPR,19390,FALSE,,50239,53341,73311,3766,5416,RPR,15858,FALSE,,UDF,12092,FALSE,,SOC,6676,FALSE,
2002-2766,Rejet,Oui,2002-7-25,unique,10778,10250,2002,2002-6-9,2002-6-16,an,vienne,3,2,42636,44141,67812,7036,UMP,24836,TRUE,M,PRG,17800,FALSE,M,46025,47232,67811,9908,8521,UMP,21799,TRUE,M,PRG,11891,FALSE,M,COM,3370,FALSE,M
93-1576,Inéligibilité,,1993-9-29,unique,8228,7661,1993,1993-3-11,1993-3-28,an,eure,1,2,39747,47443,72046,16633,RPR,28190,FALSE,,FRN,11557,FALSE,,49042,51267,72054,14311,3047,RPR,22806,FALSE,,FRN,8495,FALSE,,RDG,5448,FALSE,
93-1796,Inéligibilité,,1993-12-2,unique,7934,7934,1993,1993-3-11,1993-3-28,an,saone-et-loire,5,1,38838,41124,60466,12987,RPR,19836,TRUE,,SOC,6849,FALSE,,38838,41124,60466,12987,2272,RPR,19836,TRUE,,SOC,6849,FALSE,,FRN,4577,FALSE,
93-1832,Inéligibilité,,1993-12-17,unique,7891,7891,1993,1993-3-11,1993-3-28,an,hautes-pyrenees,2,1,41420,43801,61080,11577,UDF,21219,FALSE,,RDG,9642,TRUE,,41420,43801,61080,11577,5795,UDF,21219,FALSE,,RDG,9642,TRUE,,COM,3847,FALSE,
93-1912,Inéligibilité,,1993-12-17,unique,8326,7770,1993,1993-3-11,1993-3-28,an,loiret,4,2,54457,59146,85605,14637,RPR,34547,TRUE,,COM,19910,FALSE,,58391,61237,85624,13225,238,RPR,21791,TRUE,,COM,8566,FALSE,,FRN,8328,FALSE,
93-1639,Inéligibilité,,1993-10-20,unique,7952,7952,1993,1993-3-11,1993-3-28,an,paris,4,1,34135,35180,54865,13554,RPR,19143,TRUE,,SOC,5589,FALSE,,34135,35180,54865,13554,1863,RPR,19143,TRUE,,SOC,5589,FALSE,,FRN,3726,FALSE,
93-1572,Inéligibilité,,1993-11-16,unique,8485,7968,1993,1993-3-11,1993-3-28,an,paris,20,2,33384,35696,56216,460,RPR,16922,FALSE,,SOC,16462,FALSE,,35315,36597,56216,5627,2727,RPR,13390,FALSE,,SOC,7763,FALSE,,FRN,5036,FALSE,
93-1693,Inéligibilité,,1993-11-25,unique,8186,7614,1993,1993-3-11,1993-3-28,an,calvados,2,2,38481,41554,62910,3953,SOC,21217,TRUE,,RPR,17264,FALSE,,38813,41433,62910,235,6696,SOC,10700,TRUE,,RPR,10465,FALSE,,VEC,3769,FALSE,
93-1739,Inéligibilité,,1993-11-25,unique,8311,7749,1993,1993-3-11,1993-3-28,an,loire,2,2,25289,31587,58143,10281,RPR,17785,TRUE,,FRN,7504,FALSE,,33344,34623,58143,7957,946,RPR,13683,TRUE,,FRN,5726,FALSE,,SOC,4780,FALSE,
2007-4000,Rejet,Oui,2007-7-12,unique,11812,11326,2007,2007-6-10,2007-6-17,an,tarn-et-garonne,1,2,53584,55856,82026,866,UMP,27225,FALSE,F,SOC,26359,FALSE,M,53359,54606,82035,5814,13202,UMP,22449,TRUE,F,SOC,16635,FALSE,M,MODEM,3433,FALSE,M
93-1568,Inéligibilité,,1993-9-29,unique,8429,7893,1993,1993-3-11,1993-3-28,an,pyrenees-orientales,1,2,30194,36896,58999,4492,RPR,17343,TRUE,,FRN,12851,FALSE,,36644,38848,58998,2037,2583,RPR,10160,TRUE,,FRN,8123,FALSE,,UDF,5540,FALSE,
93-1653,Inéligibilité,,1993-10-20,unique,8267,7703,1993,1993-3-11,1993-3-28,an,gironde,7,2,53826,57524,80596,3708,SOC,28767,TRUE,,UDF,25059,FALSE,,53111,56139,80576,900,10681,UDF,16672,FALSE,,SOC,15772,TRUE,,FRN,5091,FALSE,
93-1656,Inéligibilité,,1993-10-20,unique,7809,7809,1993,1993-3-11,1993-3-28,an,meuse,1,1,52222,55280,78587,17089,UDF,26613,TRUE,,SOC,9524,FALSE,,52222,55280,78587,17089,3637,UDF,26613,TRUE,,SOC,9524,FALSE,,FRN,5887,FALSE,
93-1674,Inéligibilité,,1993-10-20,unique,8443,7910,1993,1993-3-11,1993-3-28,an,haut-rhin,5,2,34754,36174,52719,102,UDF,13690,FALSE,,SOC,13588,FALSE,,32535,34142,52719,1583,811,UDF,9315,FALSE,,SOC,7732,FALSE,,FRN,6921,FALSE,
93-1697,Inéligibilité,,1993-11-25,unique,8302,7740,1993,1993-3-11,1993-3-28,an,jura,2,2,15264,24941,50884,,RPR,15264,TRUE,,,,,,32188,34473,50884,8511,139,RPR,12688,TRUE,,UDF,4177,FALSE,,FRN,4038,FALSE,
93-1718,Inéligibilité,,1993-11-25,unique,8383,7841,1993,1993-3-11,1993-3-28,an,nord,12,2,43466,48044,66653,14958,MAJ,29212,FALSE,,SOC,14254,FALSE,,45618,48589,66652,1316,114,SOC,8519,FALSE,,MAJ,7203,FALSE,,RPR,7089,FALSE,
93-1727,Inéligibilité,,1993-11-25,unique,8249,7684,1993,1993-3-11,1993-3-28,an,gard,3,2,61515,67251,90396,5725,MAJ,33620,FALSE,,RPR,27895,FALSE,,62219,65625,90414,4528,3162,MAJ,17657,FALSE,,RPR,13129,FALSE,,FRN,9967,FALSE,
93-1745,Inéligibilité,,1993-11-25,unique,8139,7564,1993,1993-3-11,1993-3-28,an,allier,2,2,47970,51290,68856,2906,UDF,25438,FALSE,,COM,22532,TRUE,,44842,47845,68856,1071,8625,UDF,15282,FALSE,,COM,14211,TRUE,,SOC,5586,FALSE,
93-1774,Inéligibilité,,1993-12-2,unique,7812,7812,1993,1993-3-11,1993-3-28,an,morbihan,2,1,48917,52390,74773,18849,UDF,25819,TRUE,,FRN,6970,FALSE,,48917,52390,74773,18849,581,UDF,25819,TRUE,,FRN,6970,FALSE,,SOC,6389,FALSE,
93-1973,Inéligibilité,,1993-12-15,unique,8591,8088,1993,1993-3-11,1993-3-28,an,val-de-marne,1,2,32189,34455,52119,9579,UDF,20884,FALSE,,SOC,11305,FALSE,,34497,35653,52119,10235,392,UDF,14992,FALSE,,SOC,4757,FALSE,,FRN,4365,FALSE,
93-1847,Inéligibilité,,1993-12-17,unique,8563,8057,1993,1993-3-11,1993-3-28,an,essonne,6,2,43388,46816,68103,3700,RPR,23544,FALSE,,SOC,19844,TRUE,,44478,46480,68109,74,1844,RPR,9087,FALSE,,SOC,9013,TRUE,,UDF,7169,FALSE,
93-1882,Inéligibilité,,1993-12-17,unique,7813,7813,1993,1993-3-11,1993-3-28,an,morbihan,3,1,50398,53587,71733,21274,RPR,29308,FALSE,,SOC,8034,FALSE,,50398,53587,71733,21274,3771,RPR,29308,FALSE,,SOC,8034,FALSE,,FRN,4263,FALSE,
93-1483,Inéligibilité,,1993-9-22,unique,8526,8015,1993,1993-3-11,1993-3-28,an,tarn,3,2,39200,42853,58734,7824,RPR,23512,TRUE,,RDG,15688,FALSE,,39951,43315,58782,10563,3175,RPR,18859,TRUE,,RDG,8296,FALSE,,FRN,5121,FALSE,
93-1517,Inéligibilité,,1993-9-22,unique,7656,7656,1993,1993-3-11,1993-3-28,an,doubs,5,1,44062,47616,65721,17616,RPR,23887,TRUE,,SOC,6271,FALSE,,44062,47616,65721,17616,1233,RPR,23887,TRUE,,SOC,6271,FALSE,,FRN,5038,FALSE,
93-1597,Inéligibilité,,1993-9-29,unique,8486,7969,1993,1993-3-11,1993-3-28,an,paris,21,2,39908,42433,65997,2868,UDF,21388,FALSE,,SOC,18520,TRUE,,41609,42935,65997,7280,3343,UDF,16285,FALSE,,SOC,9005,TRUE,,FRN,5662,FALSE,
2007-3998,Rejet,Oui,2007-7-12,unique,11583,11033,2007,2007-6-10,2007-6-17,an,indre,3,2,37430,38647,56668,2608,SOC,20019,FALSE,M,UMP,17411,FALSE,M,35990,37047,56668,501,11108,SOC,13580,FALSE,M,UMP,13079,FALSE,M,FRN,1971,FALSE,F
93-1578,Inéligibilité,,1993-9-29,unique,8609,8106,1993,1993-3-11,1993-3-28,an,val-d-oise,7,2,45575,49167,72735,8685,RPR,27130,FALSE,,SOC,18445,FALSE,,47310,49118,72741,4907,844,RPR,13385,FALSE,,SOC,8478,FALSE,,FRN,7634,FALSE,
93-1643,Inéligibilité,,1993-10-20,unique,8067,8067,1993,1993-3-11,1993-3-28,an,hauts-de-seine,6,1,40978,42301,59077,21674,RPR,26594,TRUE,,FRN,4920,FALSE,,40978,42301,59077,21674,1179,RPR,26594,TRUE,,FRN,4920,FALSE,,SOC,3741,FALSE,
93-1807,Inéligibilité,,1993-12-2,unique,8610,8107,1993,1993-3-11,1993-3-28,an,val-d-oise,8,2,27978,29963,46670,682,RPR,14330,FALSE,,SOC,13648,FALSE,,28268,29396,46751,1744,861,RPR,7831,FALSE,,SOC,6087,FALSE,,FRN,5226,FALSE,
93-1944,Inéligibilité,,1993-12-15,unique,8388,7846,1993,1993-3-11,1993-3-28,an,nord,17,2,47894,50515,72157,334,RPR,24114,FALSE,,SOC,23780,TRUE,,48017,49866,72158,6894,3555,RPR,18268,FALSE,,SOC,11374,TRUE,,COM,7819,FALSE,
93-1892,Inéligibilité,,1993-12-17,unique,8478,7956,1993,1993-3-11,1993-3-28,an,paris,8,2,37753,40742,63464,8847,RPR,23300,FALSE,,SOC,14453,FALSE,,41653,43066,63464,12147,2687,RPR,19408,FALSE,,SOC,7261,FALSE,,FRN,4574,FALSE,
96-2090,Inéligibilité,,1996-5-3,unique,7960,7960,1993,1993-3-11,1993-3-28,an,paris,12,1,42204,43371,63486,17401,RPR,24478,TRUE,,SOC,7077,FALSE,,42204,43371,63486,17401,3443,RPR,24478,TRUE,,SOC,7077,FALSE,,FRN,3634,FALSE,
93-1515,Inéligibilité,,1993-9-22,unique,7952,7952,1993,1993-3-11,1993-3-28,an,paris,4,1,34135,35180,54865,13554,RPR,19143,TRUE,,SOC,5589,FALSE,,34135,35180,54865,13554,1863,RPR,19143,TRUE,,SOC,5589,FALSE,,FRN,3726,FALSE,
93-1566,Inéligibilité,,1993-9-29,unique,8559,8053,1993,1993-3-11,1993-3-28,an,essonne,2,2,37008,46047,69917,15594,RPR,26301,TRUE,,FRN,10707,FALSE,,47741,49961,69956,12507,2591,RPR,20729,TRUE,,FRN,8222,FALSE,,COM,5631,FALSE,
93-1633,Inéligibilité,,1993-10-20,unique,8608,8105,1993,1993-3-11,1993-3-28,an,val-d-oise,6,2,34280,40811,64866,15214,RPR,24747,FALSE,,FRN,9533,FALSE,,42246,43867,64866,10401,899,RPR,17748,FALSE,,FRN,7347,FALSE,,SOC,6448,FALSE,
93-1692,Inéligibilité,,1993-11-25,unique,8401,7861,1993,1993-3-11,1993-3-28,an,orne,1,2,37177,44757,71679,2481,RPR,19829,FALSE,,UDF,17348,FALSE,,46476,49669,71683,4265,3706,RPR,15346,FALSE,,UDF,11081,FALSE,,SOC,7375,FALSE,
93-1811,Inéligibilité,,1993-12-2,unique,8570,8064,1993,1993-3-11,1993-3-28,an,hauts-de-seine,3,2,39159,41728,62793,11537,UDF,25348,FALSE,,SOC,13811,FALSE,,42739,44343,62793,13491,353,UDF,20327,FALSE,,SOC,6836,FALSE,,FRN,6483,FALSE,
93-1877,Inéligibilité,,1993-12-17,unique,8033,8033,1993,1993-3-11,1993-3-28,an,vendee,4,1,56783,60347,76402,33009,UDF,37473,TRUE,,VEC,4464,FALSE,,56783,60347,76402,33009,906,UDF,37473,TRUE,,VEC,4464,FALSE,,MAJ,3558,FALSE,
96-2089,Inéligibilité,,1996-5-3,unique,7960,7960,1993,1993-3-11,1993-3-28,an,paris,12,1,42204,43371,63486,17401,RPR,24478,TRUE,,SOC,7077,FALSE,,42204,43371,63486,17401,3443,RPR,24478,TRUE,,SOC,7077,FALSE,,FRN,3634,FALSE,
2007-3422,Rejet,Oui,2007-6-28,unique,11255,11255,2007,2007-6-10,2007-6-17,an,haute-savoie,3,1,47209,47706,86639,19584,UMP,25862,TRUE,M,SOC,6278,FALSE,M,47209,47706,86639,19584,1839,UMP,25862,TRUE,M,SOC,6278,FALSE,M,DVD,4439,FALSE,M
93-1781,Inéligibilité,,1993-11-25,unique,8246,7681,1993,1993-3-11,1993-3-28,an,haute-corse,2,2,25120,27863,50472,780,RPR,12950,TRUE,,DVD,12170,FALSE,,34236,34906,50502,1788,771,RPR,8097,TRUE,,DVD,6309,FALSE,,REG,5538,FALSE,
93-1700,Inéligibilité,,1993-12-1,unique,8191,7621,1993,1993-3-11,1993-3-28,an,charente,1,2,37081,40230,61404,7279,UDF,22180,TRUE,,SOC,14901,FALSE,,37545,40466,61418,11085,3105,UDF,17711,TRUE,,SOC,6626,FALSE,,FRN,3521,FALSE,
93-1759,Inéligibilité,,1993-12-2,unique,7789,7789,1993,1993-3-11,1993-3-28,an,manche,4,1,41127,43330,64888,15455,UDF,21559,TRUE,,SOC,6104,FALSE,,41127,43330,64888,15455,944,UDF,21559,TRUE,,SOC,6104,FALSE,,FRN,5160,FALSE,
93-1761,Inéligibilité,,1993-12-2,unique,8175,7603,1993,1993-3-11,1993-3-28,an,bouches-du-rhone,7,2,23854,27091,52009,2426,RPR,13140,FALSE,,FRN,10714,FALSE,,28183,29297,52009,1486,1728,FRN,8039,FALSE,,RPR,6553,FALSE,,COM,4825,FALSE,
93-1963,Inéligibilité,,1993-12-14,unique,8203,7633,1993,1993-3-11,1993-3-28,an,correze,1,2,50672,53914,65998,3346,RPR,27009,FALSE,,SOC,23663,TRUE,,49244,51800,66011,9472,3070,RPR,22307,FALSE,,SOC,12835,TRUE,,COM,9765,FALSE,
93-2006,Inéligibilité,,1993-12-15,unique,8525,8014,1993,1993-3-11,1993-3-28,an,tarn,2,2,49765,53822,71660,5505,RPR,27635,FALSE,,SOC,22130,TRUE,,48947,52520,71665,6085,7647,RPR,20088,FALSE,,SOC,14003,TRUE,,FRN,6356,FALSE,
93-2015,Inéligibilité,,1993-12-15,unique,8141,7566,1993,1993-3-11,1993-3-28,an,allier,4,2,40125,44043,64877,4875,UDF,22500,FALSE,,RDG,17625,FALSE,,40996,43791,64877,9050,1204,UDF,16158,FALSE,,RDG,7108,FALSE,,COM,5904,FALSE,
